features,link,manufacturer,model,price,product_detail,product_info,product_specs,rating,sku,title
,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0241545195A5ZCY3Q0VH&url=%2FTanTan-Compatible-Single-Pole-required-Control%2Fdp%2FB07MV1RTSV%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Dsmart%2Bswitch%2Blight%26qid%3D1591029964%26sr%3D8-1-spons%26psc%3D1&qualifier=1591029964&id=128233561886583&widgetName=sp_atf,,,$47.99,"EASY INSTALLATION: This wifi light switch with screwless snap-on wall plate, Requires Neutral Wire at home, Works in a single-pole setup only(Not 3-way), For 2.4G Wi-Fi only, Doesn't work with Apple Homekit/SmartThings; Our illustrated user manual will guide you step by step, it takes less than 15min. Easy setup, no worries.
VOICE CONTROL: Gosund Smart Switch works with Alexa and Google assistant, just say the commands and enjoy the great convenience of voice control.
PHONE REMOTE CONTROL: You can remotely control your lights at any time anywhere, get Gosund wifi switches installed in your room and start to enjoy remote control with no limits. You can also monitor the real-time lighting status, share your device with your family and control it together.
CREATE CUSTOMIZED SCHEDULE: Timer/Countdown/Scene function, make your switches turn On/Off automatically at the certain moments that you set. A smarter way to turn porch lights on and off at dusk and dawn.
SAFE and RELIABLE: Flammability UL94-V0, FCC, ETL certificated, prevent lightning, surges, and spikes. Our goal is customer satisfaction and we are committed to making it right for you.
› See more product details","EASY INSTALLATION: This wifi light switch with screwless snap-on wall plate, Requires Neutral Wire at home, Works in a single-pole setup only(Not 3-way), For 2.4G Wi-Fi only, Doesn't work with Apple Homekit/SmartThings; Our illustrated user manual will guide you step by step, it takes less than 15min. Easy setup, no worries.
VOICE CONTROL: Gosund Smart Switch works with Alexa and Google assistant, just say the commands and enjoy the great convenience of voice control.
PHONE REMOTE CONTROL: You can remotely control your lights at any time anywhere, get Gosund wifi switches installed in your room and start to enjoy remote control with no limits. You can also monitor the real-time lighting status, share your device with your family and control it together.
CREATE CUSTOMIZED SCHEDULE: Timer/Countdown/Scene function, make your switches turn On/Off automatically at the certain moments that you set. A smarter way to turn porch lights on and off at dusk and dawn.
SAFE and RELIABLE: Flammability UL94-V0, FCC, ETL certificated, prevent lightning, surges, and spikes. Our goal is customer satisfaction and we are committed to making it right for you.
› See more product details","Manufacturer TanTan
Item Weight 1.4 pounds
Product Dimensions 4.72 x 2.75 x 1.29 inches
Is Discontinued By Manufacturer No
Style Smart switch 4pack
Voltage 110 volts
Wattage 1650 watts
Item Package Quantity 4
Plug Profile Wall Mount
Switch Style Rocker Switch
Batteries Included? No
Batteries Required? No","1,005 ratings",,"Gosund Smart Light Switch, in-Wall WiFi Smart Switch That Works with Alexa and Google Home, No Hub Required, Neutral Wire Needed, Single-Pole 15A, ETL and FCC Listed,4 Pack White"
,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_2?ie=UTF8&adId=A0185561SD1IH0Z4LPI9&url=%2FGosund-Compatible-Single-Pole-Control-Required%2Fdp%2FB07VP4PHJJ%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Dsmart%2Bswitch%2Blight%26qid%3D1591029964%26sr%3D8-2-spons%26psc%3D1&qualifier=1591029964&id=128233561886583&widgetName=sp_atf,,,$75.99,"0% - 100% Dimmable Range- Adjust the desired brightness via application on the phone. Or manually via the LED touch panel. Brightness memory function for the last light setting when smart light switch powered off. Smart switch supports dimmable LED/CFL bulbs(Max 150W) or incandescent bulbs (Max 400W),and 100W ceiling fans. Smart bulb can’t be dimmed by the smart dimmer switch.
Voice Control - The Alexa dimmer smart switch works with Alexa and Google Home to free your hands; Enable the Gosund skill in the Alexa/Google Home application to pair. No Hub or subscription required for Wi-Fi Dimmer Light Switch.
Timer Schedule&Remote Control - Set schedules to turn on/off electrical appliances when you are home or away. Remote control your wifi light switch from anywhere via Gosund App; You can also share the App with your family members to control device. And you can create Group control your Gosund dimmable smart light switches; create scenes for when you get up, go to sleep and so on.
Safety-Flammability UL94-V0 cetificated, The surge protection of smart switches prevent lightning.
NOTE: 2.4G WiFi only for the application connection (NOT 5G); single-pole use only (NOT 3-way). Neutral Wire is required; standard size fits any standard multi-gang wall plate. Step-by-step instructions and different color label will guide you through the wiring process.
› See more product details","0% - 100% Dimmable Range- Adjust the desired brightness via application on the phone. Or manually via the LED touch panel. Brightness memory function for the last light setting when smart light switch powered off. Smart switch supports dimmable LED/CFL bulbs(Max 150W) or incandescent bulbs (Max 400W),and 100W ceiling fans. Smart bulb can’t be dimmed by the smart dimmer switch.
Voice Control - The Alexa dimmer smart switch works with Alexa and Google Home to free your hands; Enable the Gosund skill in the Alexa/Google Home application to pair. No Hub or subscription required for Wi-Fi Dimmer Light Switch.
Timer Schedule&Remote Control - Set schedules to turn on/off electrical appliances when you are home or away. Remote control your wifi light switch from anywhere via Gosund App; You can also share the App with your family members to control device. And you can create Group control your Gosund dimmable smart light switches; create scenes for when you get up, go to sleep and so on.
Safety-Flammability UL94-V0 cetificated, The surge protection of smart switches prevent lightning.
NOTE: 2.4G WiFi only for the application connection (NOT 5G); single-pole use only (NOT 3-way). Neutral Wire is required; standard size fits any standard multi-gang wall plate. Step-by-step instructions and different color label will guide you through the wiring process.
› See more product details","Manufacturer Gosund
Item Weight 1.55 pounds
Product Dimensions 4.72 x 2.76 x 1.49 inches
Color White
Style Smart dimmer switch 4pack
Material PC(V0 Fireproof,UV resistant)
Shape Rectangle
Voltage 240 volts
Wattage 400 watts
Amperage Capacity 4 A
Special Features No Hub Required,Over Current & Overload Protection
Usage Work with Alexa and Google Home
Batteries Required? No",375 ratings,,"Gosund Smart Dimmer Switch, Wifi Smart Light Switch Work with Alexa and Google Home, 4 Pack, Single-Pole, Remote Control, No Hub Required, ETL and FCC Listed"
,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_3?ie=UTF8&adId=A09978057W0ILCGSNTFZ&url=%2FGosund-Assistant-Dimmable-Single-Pole-Neutral%2Fdp%2FB085KXRMBW%2Fref%3Dsr_1_3_sspa%3Fdchild%3D1%26keywords%3Dsmart%2Bswitch%2Blight%26qid%3D1591029964%26sr%3D8-3-spons%26psc%3D1&qualifier=1591029964&id=128233561886583&widgetName=sp_atf,,,$39.99,"【0% -100% dimming function】Gosund smart light switch can be dimmed 0-100% via manual or gosund app, intelligent dimming memory function will keep the brightness of the light when you turn off the smart dimmer switch last time.
【Works with Alexa and Google home】With Alexa and Google Assistant, enjoy the voice control of Alexa light switch to free your hands. Just say “Hi Alexa, dim my light to 60%”.
【Remote & Group Control】WIFI smart switches can be set into the same group, the lights in several rooms can be controlled remotely via the app, no matter where you are.
【Schedule mode】The customized smart switch can be set an automatic on / off time. The smart wall switch will turn on automatically before you go home, and you can see the bright lights when you open the door.
【Compatibility & Note】The wifi dimmer light switch works with single pole, not 3-way. Need neutral wire and 2.4G WIFI, no hub required. Please note that the smart bulb cannot be dimmed by the smart light switch. If you have any problem please feel free to contact us.
› See more product details","【0% -100% dimming function】Gosund smart light switch can be dimmed 0-100% via manual or gosund app, intelligent dimming memory function will keep the brightness of the light when you turn off the smart dimmer switch last time.
【Works with Alexa and Google home】With Alexa and Google Assistant, enjoy the voice control of Alexa light switch to free your hands. Just say “Hi Alexa, dim my light to 60%”.
【Remote & Group Control】WIFI smart switches can be set into the same group, the lights in several rooms can be controlled remotely via the app, no matter where you are.
【Schedule mode】The customized smart switch can be set an automatic on / off time. The smart wall switch will turn on automatically before you go home, and you can see the bright lights when you open the door.
【Compatibility & Note】The wifi dimmer light switch works with single pole, not 3-way. Need neutral wire and 2.4G WIFI, no hub required. Please note that the smart bulb cannot be dimmed by the smart light switch. If you have any problem please feel free to contact us.
› See more product details","Manufacturer Gosund
Part Number TT-SW2-2
Item Weight 13.7 ounces
Package Dimensions 5.55 x 5.12 x 2.36 inches
Color White
Style Smart dimmer switch 2 pack
Material Plastic
Pattern Smart dimmer switch use for free ' Gosund' APP
Shape Rectangle
Wattage 400 watts
Amperage Capacity 4 A
Plug Profile Wall Mount
Certification Cul, Fcc
Batteries Required? No",24 ratings,,"Gosund Smart Dimmer Switch Works with Alexa and Google Assistant, WiFi Smart Light Switch for Dimmable LED, Single-Pole, Need Neutral Wire, CUL and FCC Listed (2 Pack)"
,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_4?ie=UTF8&adId=A03456682AB2CPVZBB106&url=%2FGosund-Control-required-installation-listed%2Fdp%2FB07DQG4K52%2Fref%3Dsr_1_4_sspa%3Fdchild%3D1%26keywords%3Dsmart%2Bswitch%2Blight%26qid%3D1591029964%26sr%3D8-4-spons%26psc%3D1&qualifier=1591029964&id=128233561886583&widgetName=sp_atf,,,$27.99,"Voice Control: Gosund Smart Switch works with Amazon Alexa and Google home. With our smart light switch, you can turn on/off your light with your voice, just say the commands and enjoy the great convenience of voice control.
Remote Control: You can remotely control your lights at anytime anywhere with your mobile phone, get Gosund wifi switches installed in your room and start to enjoy remote control with no limits. Also supports device sharing function, your family members to remote control it too.
Time and Countdown: Our alexa wall switch with Timer schedule, your don't need to worry about forgetting to turn off your devices. Set time for Evening. Then never back to a dark house.
NOTE: NEUTRAL, LIVE, LOAD WIRES ARE REQUIRED TO POWER SWITCH. WITHOUT LOAD/NEUTRAL, PLEASE DO NOT PURCHASE. This wifi smart switch works in a single-pole setup only(Not 3-way). Support wifi 802.11 b/g/n 2.4 GHz wireless network. Just download free APP Gosund to control. Support IOS8.0 and Android 4.4 above.
Easy Installation and Reliable: Cut off power before installation. Flammability UL94-V0, FCC, ETL certificated. Our goal is customer satisfaction and we are committed to making it right for you.
› See more product details","Voice Control: Gosund Smart Switch works with Amazon Alexa and Google home. With our smart light switch, you can turn on/off your light with your voice, just say the commands and enjoy the great convenience of voice control.
Remote Control: You can remotely control your lights at anytime anywhere with your mobile phone, get Gosund wifi switches installed in your room and start to enjoy remote control with no limits. Also supports device sharing function, your family members to remote control it too.
Time and Countdown: Our alexa wall switch with Timer schedule, your don't need to worry about forgetting to turn off your devices. Set time for Evening. Then never back to a dark house.
NOTE: NEUTRAL, LIVE, LOAD WIRES ARE REQUIRED TO POWER SWITCH. WITHOUT LOAD/NEUTRAL, PLEASE DO NOT PURCHASE. This wifi smart switch works in a single-pole setup only(Not 3-way). Support wifi 802.11 b/g/n 2.4 GHz wireless network. Just download free APP Gosund to control. Support IOS8.0 and Android 4.4 above.
Easy Installation and Reliable: Cut off power before installation. Flammability UL94-V0, FCC, ETL certificated. Our goal is customer satisfaction and we are committed to making it right for you.
› See more product details","Manufacturer Gosund
Part Number Gosund-KS2
Item Weight 12 ounces
Product Dimensions 9 x 5.8 x 1.29 inches
Is Discontinued By Manufacturer No
Color White
Material ABS+PU
Shape Rectangle
Voltage 125 volts
Wattage 1650 watts
Item Package Quantity 1
Plug Profile Wall Mount
Certification Fcc, Etl
Batteries Included? No
Batteries Required? No",611 ratings,,"Smart Light Switch, Gosund Upgraded 2.4Ghz Wifi Switch Works with Alexa, Google Home, Remote Control and Schedule, Neutral Wire Required, Single-Pole, No Hub Required, ETL and FCC Listed (2 Pack)"
,https://www.amazon.com/Kasa-Smart-Light-Switch-TP-Link/dp/B01EZV35QU/ref=sr_1_5?dchild=1&keywords=smart+switch+light&qid=1591029964&sr=8-5,,,,"Easy Guided Install: Neutral Wire is required, standard wall plate size. No need to understand complex switch wiring or master vs auxiliary switch configurations; The Kasa app guides you through easy step by step installation. Need 2.4GHz Wi-Fi connection
Control From Anywhere: Monitor your light status. Turn electronics on and off from anywhere with your smartphone using the Kasa app, whether you are at home, in the office or on vacation
Voice Control: Enjoy the hands-free convenience of controlling the lights in your home with your voice via Amazon Alexa or Google Assistant; perfect for times when your hands are full or entering a dark room
Scheduling: Use timer or countdown schedules to set your smart switch to automatically turn on and off while you're home or away. Enable ‘away mode’ to randomly switch on and off to trick potential intruders
Trusted and Reliable: Designed and developed in Silicon Valley, Kasa is trusted by over 4 Million users. UL certified for safety use. 2-year warranty
› See more product details","Easy Guided Install: Neutral Wire is required, standard wall plate size. No need to understand complex switch wiring or master vs auxiliary switch configurations; The Kasa app guides you through easy step by step installation. Need 2.4GHz Wi-Fi connection
Control From Anywhere: Monitor your light status. Turn electronics on and off from anywhere with your smartphone using the Kasa app, whether you are at home, in the office or on vacation
Voice Control: Enjoy the hands-free convenience of controlling the lights in your home with your voice via Amazon Alexa or Google Assistant; perfect for times when your hands are full or entering a dark room
Scheduling: Use timer or countdown schedules to set your smart switch to automatically turn on and off while you're home or away. Enable ‘away mode’ to randomly switch on and off to trick potential intruders
Trusted and Reliable: Designed and developed in Silicon Valley, Kasa is trusted by over 4 Million users. UL certified for safety use. 2-year warranty
› See more product details","Manufacturer TP-LINK USA
Part Number HS200
Item Weight 4.8 ounces
Product Dimensions 1.5 x 3.3 x 5 inches
Item model number HS200
Is Discontinued By Manufacturer No
Size 1 Pack
Color White
Style Smart Light Switch
Material Plastic
Voltage 120 volts
Item Package Quantity 1
Number Of Holes 1
Switch Type Single Pole
Plug Profile Wall Mount
Switch Style One-way
Usage Personal
Included Components Smart light switch
Batteries Included? No
Batteries Required? No
Warranty 2 years","6,447 ratings",,"Kasa Smart Light Switch by TP-Link, Single Pole, Needs Neutral Wire, 2.4Ghz WiFi Light Switch Works with Alexa and Google Assistant, UL Certified, 1-Pack (HS200), White"
,https://www.amazon.com/TanTan-Compatible-Single-Pole-required-Control/dp/B07MV1RTSV/ref=sr_1_6?dchild=1&keywords=smart+switch+light&qid=1591029964&sr=8-6,,,$47.99,"EASY INSTALLATION: This wifi light switch with screwless snap-on wall plate, Requires Neutral Wire at home, Works in a single-pole setup only(Not 3-way), For 2.4G Wi-Fi only, Doesn't work with Apple Homekit/SmartThings; Our illustrated user manual will guide you step by step, it takes less than 15min. Easy setup, no worries.
VOICE CONTROL: Gosund Smart Switch works with Alexa and Google assistant, just say the commands and enjoy the great convenience of voice control.
PHONE REMOTE CONTROL: You can remotely control your lights at any time anywhere, get Gosund wifi switches installed in your room and start to enjoy remote control with no limits. You can also monitor the real-time lighting status, share your device with your family and control it together.
CREATE CUSTOMIZED SCHEDULE: Timer/Countdown/Scene function, make your switches turn On/Off automatically at the certain moments that you set. A smarter way to turn porch lights on and off at dusk and dawn.
SAFE and RELIABLE: Flammability UL94-V0, FCC, ETL certificated, prevent lightning, surges, and spikes. Our goal is customer satisfaction and we are committed to making it right for you.
› See more product details","EASY INSTALLATION: This wifi light switch with screwless snap-on wall plate, Requires Neutral Wire at home, Works in a single-pole setup only(Not 3-way), For 2.4G Wi-Fi only, Doesn't work with Apple Homekit/SmartThings; Our illustrated user manual will guide you step by step, it takes less than 15min. Easy setup, no worries.
VOICE CONTROL: Gosund Smart Switch works with Alexa and Google assistant, just say the commands and enjoy the great convenience of voice control.
PHONE REMOTE CONTROL: You can remotely control your lights at any time anywhere, get Gosund wifi switches installed in your room and start to enjoy remote control with no limits. You can also monitor the real-time lighting status, share your device with your family and control it together.
CREATE CUSTOMIZED SCHEDULE: Timer/Countdown/Scene function, make your switches turn On/Off automatically at the certain moments that you set. A smarter way to turn porch lights on and off at dusk and dawn.
SAFE and RELIABLE: Flammability UL94-V0, FCC, ETL certificated, prevent lightning, surges, and spikes. Our goal is customer satisfaction and we are committed to making it right for you.
› See more product details","Manufacturer TanTan
Item Weight 1.4 pounds
Product Dimensions 4.72 x 2.75 x 1.29 inches
Is Discontinued By Manufacturer No
Style Smart switch 4pack
Voltage 110 volts
Wattage 1650 watts
Item Package Quantity 4
Plug Profile Wall Mount
Switch Style Rocker Switch
Batteries Included? No
Batteries Required? No","1,005 ratings",,"Gosund Smart Light Switch, in-Wall WiFi Smart Switch That Works with Alexa and Google Home, No Hub Required, Neutral Wire Needed, Single-Pole 15A, ETL and FCC Listed,4 Pack White"
,https://www.amazon.com/Switchmate-TSM001WCAN-One-Second-Installation-Lighting/dp/B06Y2PNX77/ref=sr_1_7?dchild=1&keywords=smart+switch+light&qid=1591029964&sr=8-7,,,$18.99,"1 SECOND SETUP requires no tools, no wiring and no professional assistance, and all batteries are included! Attaches magnetically to the screws in existing wall plates – simply snap in place and go!
SNAPS OVER TOGGLE STYLE LIGHT SWITCHES and ideal for homeowners, apartment dwellers, renters and students. Sleek design covers exisiting wall plates for a clean look
ADDS APP CONTROLLED TIMER and remote on/off to existing light switches and includes a built-in manual switch for easy control of lights at the wall panel.
COMPATIBLE WITH GOOGLE ASSISTANT for voice control – can also be paired with Power by SimplySmart Home for Amazon Alexa and Google Home compatibility
FREE SWITCHMATE APP available as free download for both Android and iOS Mobile Devices
It only works on toggle switches. Free app is needed to work with Alexa.
› See more product details","1 SECOND SETUP requires no tools, no wiring and no professional assistance, and all batteries are included! Attaches magnetically to the screws in existing wall plates – simply snap in place and go!
SNAPS OVER TOGGLE STYLE LIGHT SWITCHES and ideal for homeowners, apartment dwellers, renters and students. Sleek design covers exisiting wall plates for a clean look
ADDS APP CONTROLLED TIMER and remote on/off to existing light switches and includes a built-in manual switch for easy control of lights at the wall panel.
COMPATIBLE WITH GOOGLE ASSISTANT for voice control – can also be paired with Power by SimplySmart Home for Amazon Alexa and Google Home compatibility
FREE SWITCHMATE APP available as free download for both Android and iOS Mobile Devices
It only works on toggle switches. Free app is needed to work with Alexa.
› See more product details","Manufacturer Switchmate Home LLC
Part Number TSM001WCAN
Item Weight 7.2 ounces
Product Dimensions 1 x 4.9 x 2.5 inches
Item model number TSM001WCAN
Batteries 1 AA batteries required. (included)
Is Discontinued By Manufacturer No
Color White
Style Toggle
Item Package Quantity 1
Plug Profile Wall Mount
Switch Style Toggle Switch
Included Components Switchmate
Batteries Included? Yes
Batteries Required? Yes","1,139 ratings",,Switchmate for Toggle Style Light Switches by SimplySmart Home
,https://www.amazon.com/Gosund-Control-required-installation-listed/dp/B07DQDNBZ2/ref=sr_1_8?dchild=1&keywords=smart+switch+light&qid=1591029964&sr=8-8,,,$16.99,"Voice Control: Gosund Smart Switch works with Amazon Alexa and Google home. With our smart light switch, you can turn on/off your light with your voice, just say the commands and enjoy the great convenience of voice control.
Remote Control: You can remotely control your lights at anytime anywhere with your mobile phone, get Gosund wifi switches installed in your room and start to enjoy remote control with no limits. Also supports device sharing function, your family members to remote control it too.
Time and Countdown: Our alexa wall switch with Timer schedule, your don't need to worry about forgetting to turn off your devices. Set time for Evening. Then never back to a dark house.
NOTE: NEUTRAL, LIVE, LOAD WIRES ARE REQUIRED TO POWER SWITCH. WITHOUT LOAD/NEUTRAL, PLEASE DO NOT PURCHASE. This wifi smart switch works in a single-pole setup only(Not 3-way). Support wifi 802.11 b/g/n 2.4 GHz wireless network. Just download free APP Gosund to control. Support IOS8.0 and Android 4.4 above.
Easy Installation and Reliable: Cut off power before installation. Flammability UL94-V0, FCC, ETL certificated. Our goal is customer satisfaction and we are committed to making it right for you.","Voice Control: Gosund Smart Switch works with Amazon Alexa and Google home. With our smart light switch, you can turn on/off your light with your voice, just say the commands and enjoy the great convenience of voice control.
Remote Control: You can remotely control your lights at anytime anywhere with your mobile phone, get Gosund wifi switches installed in your room and start to enjoy remote control with no limits. Also supports device sharing function, your family members to remote control it too.
Time and Countdown: Our alexa wall switch with Timer schedule, your don't need to worry about forgetting to turn off your devices. Set time for Evening. Then never back to a dark house.
NOTE: NEUTRAL, LIVE, LOAD WIRES ARE REQUIRED TO POWER SWITCH. WITHOUT LOAD/NEUTRAL, PLEASE DO NOT PURCHASE. This wifi smart switch works in a single-pole setup only(Not 3-way). Support wifi 802.11 b/g/n 2.4 GHz wireless network. Just download free APP Gosund to control. Support IOS8.0 and Android 4.4 above.
Easy Installation and Reliable: Cut off power before installation. Flammability UL94-V0, FCC, ETL certificated. Our goal is customer satisfaction and we are committed to making it right for you.",,"2,057 ratings",,"Smart Switch, Gosund 2.4Ghz WiFi Light Switch Works with Alexa, Google Home, Remote Control and Schedule, Neutral Wire Required, Single-Pole, No Hub Required, ETL and FCC Listed (1 Pack)"
,https://www.amazon.com/TP-LINK-HS200P3-Installation-Single-Pole-Assistant/dp/B07HGW8N7R/ref=sr_1_9?dchild=1&keywords=smart+switch+light&qid=1591029964&sr=8-9,,,$54.99,"Easy Guided Install: Neutral Wire is required, standard wall plate size. No need to understand complex switch wiring or master vs auxiliary switch configurations; The Kasa app guides you through easy step by step installation. Need 2.4GHz Wi-Fi connection
Control from Anywhere: Monitor your light status. Turn electronics on and off from anywhere with your smartphone using the Kasa app, whether you are at home, in the office or on vacation
Voice Control: Enjoy the hands-free convenience of controlling the lights in your home with your voice via Amazon Alexa or Google Assistant; perfect for times when your hands are full or entering a dark room
Scheduling: Use timer or countdown schedules to set your smart switch to automatically turn on and off while you're home or away. Enable ‘away mode’ to randomly switch on and off to trick potential intruders
Trusted and Reliable: Designed and developed in Silicon Valley, Kasa is trusted by over 4 Million users. UL certified for safety use. 2-year warranty","Easy Guided Install: Neutral Wire is required, standard wall plate size. No need to understand complex switch wiring or master vs auxiliary switch configurations; The Kasa app guides you through easy step by step installation. Need 2.4GHz Wi-Fi connection
Control from Anywhere: Monitor your light status. Turn electronics on and off from anywhere with your smartphone using the Kasa app, whether you are at home, in the office or on vacation
Voice Control: Enjoy the hands-free convenience of controlling the lights in your home with your voice via Amazon Alexa or Google Assistant; perfect for times when your hands are full or entering a dark room
Scheduling: Use timer or countdown schedules to set your smart switch to automatically turn on and off while you're home or away. Enable ‘away mode’ to randomly switch on and off to trick potential intruders
Trusted and Reliable: Designed and developed in Silicon Valley, Kasa is trusted by over 4 Million users. UL certified for safety use. 2-year warranty",,597 ratings,,"Kasa Smart Light Switch by TP-Link,Single Pole,Needs Neutral Wire,2.4Ghz WiFi Light Switch Works with Alexa and Google Assistant,UL Certified, 3-Pack(HS200P3)"
,https://www.amazon.com/meross-MSS510-Compatible-Function-Needed-Upgrade/dp/B07JZ312TS/ref=sr_1_10?dchild=1&keywords=smart+switch+light&qid=1591029964&sr=8-10,,,$16.99,"Neutral Wire Required: Please make sure your electric box has a neutral wire(color in white) before purchasing. If you are not sure, please take a photo of the inner part of your electric box and send to support@meross.com. We can check it for you timely.
Remote and Voice Control: Control your light from anywhere anytime. ONLY supports Meross app. Compatible with Amazon Alexa, Google Assistant and SmartThings, simply use your voice command to control it. All data is securely transmitted and stored using Amazon AWS servers in US.
Easy to Install: 15 mins installation. Only for single pole installation. Fits for your exsiting 1/2/3/4 gang standard size Decora/GFCI faceplate. Works with the 2.4G WiFi only, does NOT support 5G WiFi, no hub required.
Schedule and Timer Setting: You can schedule it to turn on and off automatically. Added benefit of saving energy when lights are not needed or are left on by accident. Support sunrise and sunset setting.
Reliable Connection: Be annoyed by frequent offline of other smart switches? Meross smart switch, powered by Mediatek chipset, is capable of longer Wi-Fi connection range and lower offline rate than others.
› See more product details","Neutral Wire Required: Please make sure your electric box has a neutral wire(color in white) before purchasing. If you are not sure, please take a photo of the inner part of your electric box and send to support@meross.com. We can check it for you timely.
Remote and Voice Control: Control your light from anywhere anytime. ONLY supports Meross app. Compatible with Amazon Alexa, Google Assistant and SmartThings, simply use your voice command to control it. All data is securely transmitted and stored using Amazon AWS servers in US.
Easy to Install: 15 mins installation. Only for single pole installation. Fits for your exsiting 1/2/3/4 gang standard size Decora/GFCI faceplate. Works with the 2.4G WiFi only, does NOT support 5G WiFi, no hub required.
Schedule and Timer Setting: You can schedule it to turn on and off automatically. Added benefit of saving energy when lights are not needed or are left on by accident. Support sunrise and sunset setting.
Reliable Connection: Be annoyed by frequent offline of other smart switches? Meross smart switch, powered by Mediatek chipset, is capable of longer Wi-Fi connection range and lower offline rate than others.
› See more product details","Manufacturer Meross
Item Weight 5.6 ounces
Product Dimensions 2.8 x 1.5 x 4.7 inches
Item model number MSS510
Is Discontinued By Manufacturer No
Color Light switch 1pack
Material ABS
Power Source AC
Voltage 125 volts
Wattage 400 watts
Installation Method Self-Adhesive
Item Package Quantity 1
Number Of Pieces 1
Plug Profile Wall Mount
Switch Style One-way
Certification Fcc, Etl
Special Features Remote
Included Components Manual
Batteries Included? No
Batteries Required? No",391 ratings,,"meross Smart Light Switch, Compatible with Alexa, Google Assistant and SmartThings, WiFi Wall Switch, Needs Neutral Wire, Remote Control, Schedules, No Hub Needed"
